TILEMAP
90 15 				-- Size of tile map in tiles
32 64 				-- Tile size & block size
images/TileSheet2.png		-- Tilesheet1
8 8					-- Number of tiles in tilesheet2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,4,17,11,11,11,11,11,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,11,17,4,11,17,3,2,3,4,21,1,1,24,2,2,24,1,21,1,2,2,1,1,11,11,11,11,11,11,11,19,11,11,16,16,11,11,4,5,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,18,17,4,21,17,16,12,16,11,19,16,11,25,4,4,25,16,19,12,16,16,12,11,17,4,17,11,11,11,4,21,4,17,11,11,11,17,11,5,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,18,17,11,19,17,4,4,4,4,21,1,1,24,1,1,24,1,21,1,5,5,5,5,18,11,17,4,4,18,11,19,11,17,5,5,5,5,5,5,
1,21,1,2,1,1,1,1,2,1,21,1,24,1,1,24,1,1,24,1,24,1,24,1,1,24,1,1,24,1,24,1,24,1,1,24,1,24,1,24,1,24,1,1,24,1,1,24,1,24,21,3,4,4,4,17,11,12,11,11,19,11,11,25,4,4,25,11,19,11,11,17,3,2,3,4,17,11,11,5,0,0,0,0,0,0,0,0,0,0,
11,19,16,12,16,20,11,16,12,16,19,11,25,3,4,25,16,11,25,11,25,11,25,16,11,25,16,4,25,11,25,11,25,3,4,25,11,25,11,25,11,25,11,11,25,11,16,25,11,25,19,11,16,16,11,17,4,21,1,1,21,1,1,24,1,1,24,1,21,4,4,17,16,12,16,11,17,4,4,5,0,0,0,0,0,0,0,0,0,0,
5,5,5,5,5,5,5,5,5,5,5,5,18,3,4,17,5,5,5,5,5,5,5,5,5,5,18,1,5,5,5,5,18,3,11,17,11,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,18,11,19,16,11,19,16,11,25,20,11,25,16,19,11,11,17,11,4,4,5,18,1,1,5,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,18,1,1,17,5,5,5,5,5,5,5,5,5,5,18,1,1,5,5,5,18,3,4,17,11,11,11,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,18,4,4,5,18,4,4,5,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,18,3,4,17,11,16,16,11,11,17,11,3,11,11,17,11,14,5,5,5,18,1,1,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,18,1,1,1,5,18,1,1,5,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,18,14,14,5,5,5,5,5,5,5,18,4,5,5,5,5,5,5,5,5,18,14,14,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,18,14,14,15,5,18,14,14,5,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,18,1,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,1,1,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,14,14,14,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
